common_neighbors,resource_allocation_index,jaccard_coefficient,adamic_adar_index,preferential_attachment,label
4,0.17757560744561385,0.15,3.3091040012117072,2184,1
0,0.5915170103760057,0.3028169014084507,9.869379015316767,7434,1
1,0.5906925111756345,0.3282828282828283,13.652135305747201,16786,1
0,0.505361665287585,0.25862068965517243,14.890624061869019,32964,1
1,0.5512011092981297,0.375,6.272925889583981,1887,1
4,0.2362834653830333,0.3103448275862069,2.4332225492841393,297,1
1,0.3206910398313074,0.3333333333333333,10.030984468204755,9828,1
5,0.692250879159706,0.5638297872340425,21.002588778352983,21509,1
2,0.5844849330773163,0.34054054054054056,13.302605214938552,14007,1
4,0.6677268723015823,0.45121951219512196,9.150902908905273,3510,1
1,0.5329920417779515,0.17857142857142858,3.3407537827551748,765,1
1,0.18742350917451311,0.12612612612612611,3.1810565204472687,3036,1
0,0.32051957136690323,0.2535211267605634,7.5768856698370985,7560,1
3,0.41471070331377724,0.43859649122807015,6.007056201961116,1632,1
1,0.4214320545186336,0.3878787878787879,12.676600722337065,12604,1
5,0.5167062271105166,0.5043478260869565,12.205158166727593,7440,1
1,0.03100358422939068,0.04878048780487805,0.45337543828118265,450,1
3,1.0223757092527959,0.5263157894736842,6.61365085725271,825,1
6,0.7911737688878973,0.4715909090909091,17.72303230325014,16530,1
1,0.13840394468609205,0.17647058823529413,1.5285068487923619,384,1
1,0.4436714445967085,0.27586206896551724,4.382270722281695,1173,1
2,1.0642128336679928,0.6666666666666666,5.339747126597448,304,1
0,0.3718702842420223,0.28448275862068967,7.2461065527328925,5340,1
0,0.18011172892931315,0.18333333333333332,2.6523021909778968,1078,1
1,0.04932254101574516,0.05172413793103448,1.2173260485435782,1696,1
0,1.0221359949914854,0.056910569105691054,8.302943857945534,15616,1
3,0.18595722630488035,0.75,0.9659318296355905,12,1
1,0.17671050070206928,0.1111111111111111,3.753797572740536,5699,1
0,0.17978781864412163,0.1566265060240964,2.9814112423148864,2204,1
1,0.6318644003617784,0.3132530120481928,6.878511669521463,2970,1
2,0.25833525071178753,0.18556701030927836,4.170892137182247,3264,1
0,0.5978753918478347,0.44285714285714284,13.226159228091056,10200,1
0,0.16886895558195889,0.16279069767441862,4.323729304232821,5504,1
0,0.9370171305991307,0.6492890995260664,27.39782396704205,30195,1
1,0.3076769546490892,0.11711711711711711,3.3476526343819337,3115,1
1,0.04015225923787573,0.07142857142857142,0.6496711232414311,416,1
1,0.22395180052537716,0.06878306878306878,3.049349696165916,6357,1
0,0.7053354825340903,0.3793103448275862,14.348106780985548,13439,1
2,0.5733531414590036,0.23529411764705882,5.52151113595043,2546,1
1,0.3408507295915234,0.3404255319148936,4.058182284313821,920,1
2,0.15810228646372176,0.12857142857142856,2.149360787692565,1098,1
1,0.13853845515533342,0.10869565217391304,1.31614422079338,440,1
2,0.8483776571148266,0.5276073619631901,18.493036816839464,15428,1
1,0.1444262924630455,0.1388888888888889,1.3582860885984478,418,1
1,0.7256471236399812,0.41397849462365593,16.4101328740417,16102,1
1,0.45891700020000914,0.2631578947368421,7.103912890706288,5063,1
0,0.5499217935902003,0.22330097087378642,6.045816466640352,2880,1
1,0.08562311633627917,0.12096774193548387,2.887630396316554,4128,1
1,0.5966453670020654,0.36082474226804123,14.499526509282271,16524,1
10,0.655911777998516,0.5789473684210527,3.8244393443789972,216,1
4,0.3864425826116419,0.4175824175824176,8.12585107204459,3950,1
2,0.27582091196109826,0.15306122448979592,3.647829604892907,2542,1
1,0.2480281216116486,0.13402061855670103,3.2162614618427137,2296,1
1,0.5927847274443874,0.575,18.175873633296806,15840,1
1,0.4664581296839361,0.375,2.2560277672019553,105,1
1,0.5979972555265711,0.314410480349345,14.892834426916684,21894,1
2,0.07797904313215824,0.125,0.5357863711494412,65,1
0,0.8557817609754408,0.42424242424242425,25.152464198760708,41652,1
1,0.46670943859515474,0.32978723404255317,7.3066076605989085,3864,1
0,0.6460770909237569,0.4155844155844156,13.821095610266678,11781,1
1,0.9077379310470071,0.5858585858585859,13.845087422377565,5980,1
2,0.6048426444661008,0.5080213903743316,18.732660939420008,18920,1
1,0.38248108658476826,0.27167630057803466,9.67872744149951,11076,1
0,1.4545796547863388,0.15994236311239193,25.13428489920294,87204,1
0,0.3564556809005414,0.3191489361702128,9.237248556720774,8640,1
5,0.629186718992471,0.4411764705882353,4.639469293041197,580,1
1,0.7154307655543708,0.2773722627737226,9.398167704440292,7644,1
9,0.8592547673292461,0.5924170616113744,25.00087419191468,27599,1
0,0.713557656830168,0.34076433121019106,21.285378971834938,41554,1
1,0.9533787616933301,0.43243243243243246,8.934560261394548,2805,1
1,0.6132526668222162,0.3486238532110092,9.0823635305509,5360,1
1,0.17051677304551005,0.23333333333333334,1.7935997224850133,322,1
0,0.7495468760076056,0.5882352941176471,21.981282006228447,22032,1
0,0.06672786278049436,0.08695652173913043,1.3303251661384006,1376,1
0,0.518763292071284,0.31666666666666665,12.026174395068624,13886,1
0,0.07831777706254694,0.06060606060606061,0.5419607456985942,294,1
0,0.8913014799954033,0.18181818181818182,11.41808743749442,18690,1
0,0.6196634333979989,0.5080213903743316,18.836081748868526,19737,1
2,0.08543019138790418,0.11904761904761904,1.1690995787863818,532,1
5,0.6110155859957669,0.5163043478260869,18.761617825371378,18998,1
1,0.5703572382691463,0.2692307692307692,5.7324798770642635,1898,1
3,0.5489630649495778,0.4885057471264368,16.813210495321226,16614,1
3,0.9405167072461754,0.6618357487922706,27.385522621201837,29328,1
1,0.34776933061444637,0.29411764705882354,3.881915711982532,945,1
1,0.22738963039158266,0.25925925925925924,3.3441189208869266,1035,1
0,0.3910459338346259,0.1347517730496454,4.783019244223664,5376,1
1,0.23658008763665378,0.14705882352941177,3.5676093726633153,2870,1
1,0.4111178682962611,0.32727272727272727,10.96952250592447,11984,1
1,0.3575398698453585,0.25,2.9120095732005167,429,1
1,0.6969321686832285,0.5282051282051282,20.543818131844258,21240,1
1,0.7927785529997954,0.5487804878048781,18.877415972768635,15840,1
2,0.7482823987791081,0.3008130081300813,15.814913785560785,20839,1
9,0.6409862061965346,0.532967032967033,19.259582294629308,18590,1
2,0.1272208407610526,0.14705882352941177,1.2880942399178612,368,1
3,0.6396774628146077,0.5196850393700787,14.109237466791422,9306,1
1,0.7323306346580345,0.5767195767195767,21.70675235744048,21801,1
0,0.13884444503296559,0.046052631578947366,1.713637514792468,2030,1
4,0.6503769513032576,0.41509433962264153,6.139120859902227,1394,1
0,0.03132588635259835,0.016,0.480872751536105,1170,1
1,0.10993726974840874,0.0738255033557047,2.327338194982149,4464,1
0,0.6998984452682369,0.3539325842696629,13.793362815736756,12450,1
1,0.41945351655119123,0.26136363636363635,5.677758430742203,3068,1
0,0.605597598863989,0.01775147928994083,3.9045111891637125,8112,1
2,0.3837666801242466,0.36363636363636365,5.709613997324638,2009,1
2,0.3021836007130125,0.17391304347826086,1.5215348896001313,170,1
2,0.48109582987836763,0.1746031746031746,11.52478822169972,27501,1
0,1.2282990234229403,0.07505070993914807,10.72382072105097,20496,1
0,0.6416638437878353,0.43478260869565216,7.735435970366642,2210,1
3,0.7203569299326653,0.5759162303664922,21.822636675315273,22540,1
0,0.17207114134521087,0.06493506493506493,2.3089722937187984,4224,1
2,0.36312996255577934,0.211864406779661,5.834575332415106,5110,1
0,0.975746773767582,0.6602870813397129,27.76178317012225,30102,1
1,0.23260379428417288,0.15625,2.6109228874490644,793,1
1,0.16482568681146914,0.08888888888888889,1.1893642911376134,294,1
1,0.6166006929100876,0.3230088495575221,15.168887460001345,20370,1
1,0.44650782820187573,0.24299065420560748,10.815060784707061,14664,1
1,0.6585574341379294,0.56,4.540130406917646,374,1
1,0.6610976756548992,0.42011834319526625,15.097427433408834,13244,1
0,0.1928314045930714,0.2196969696969697,5.7480102382005684,5148,1
0,0.7002660035030756,0.5447761194029851,15.588781149440639,10700,1
1,0.07378336410708135,0.08,0.9467496120682055,533,1
1,0.001394700139470014,0.0625,0.1520895004473141,66,1
2,0.5496717115167729,0.33783783783783783,6.348064686376925,2408,1
0,0.32212127186074874,0.3,8.073308131869156,6678,1
0,0.3234539900559028,0.2903225806451613,2.6249865521277287,351,1
0,0.04303448136543917,0.03870967741935484,1.1951183541022656,1078,1
1,0.4354979606566674,0.22,3.3640168111816697,720,1
1,0.3556601076544787,0.2692307692307692,5.085680559731562,2030,1
1,0.65571216559573,0.6086956521739131,4.5329688314835925,340,1
1,0.6928221680645269,0.4021164021164021,15.9843128370212,16626,1
1,0.23933398881683068,0.16216216216216217,5.125936448684881,6771,1
2,0.6376793313557443,0.46078431372549017,18.741533278532117,20832,1
1,0.33064824086340827,0.5,3.6531096226432584,441,1
2,0.8860091363858313,0.6752577319587629,26.12151491208289,26406,1
2,0.5307792500609099,0.45901639344262296,11.921123506329163,7821,1
1,0.2262318326834456,0.046875,1.1020475389770024,660,1
1,0.0020491803278688526,0.045454545454545456,0.1615426572698488,132,1
3,1.2431535195889056,0.4980544747081712,27.376848696931138,36000,1
2,0.9798351923957516,0.8333333333333334,5.402929949144877,272,1
3,0.4224435003391568,0.33544303797468356,10.862093328890072,11118,1
2,0.34969884926913075,0.3142857142857143,3.119459439691708,448,1
1,0.33239962651727356,0.4444444444444444,1.5763088576919728,42,1
2,0.17155898683235993,0.2222222222222222,5.143802630757199,4056,1
1,0.2070768804549618,0.09333333333333334,3.2497024029420145,6240,1
1,0.1507257108762014,0.09278350515463918,2.1548772598658945,2784,1
0,0.125,0.0014792899408284023,0.48089834696298783,676,1
3,0.7471498777475488,0.25,9.442970415413287,8856,1
0,0.3802157980518471,0.3032258064516129,9.696061284930208,9672,1
0,0.5029841691632458,0.3047619047619048,7.6627681431775265,4510,1
2,0.378657931289457,0.42105263157894735,4.142324571422152,720,1
1,0.6819573901468989,0.46153846153846156,8.93476893367982,3105,1
2,0.18112871243877057,0.19642857142857142,2.630200368637073,1066,1
0,1.069976286605443,0.7389162561576355,30.22225576203812,31140,1
2,0.6396135996542667,0.384180790960452,14.506749789510582,14766,1
2,0.18607695810564662,0.11320754716981132,1.667427316962029,780,1
3,0.5268526442658088,0.46111111111111114,16.354363827156355,17082,1
2,0.18422939068100358,0.25,1.0226669377382454,44,1
6,0.4279199613017373,0.3333333333333333,6.2405349663022625,2695,1
1,0.21965425726946952,0.17,3.8536756256962974,3332,1
3,0.761230430399531,0.6276595744680851,23.337938481301585,23360,1
1,0.07440658458581129,0.07194244604316546,2.0059845716455977,2898,1
6,0.9017926632081757,0.6390243902439025,26.23011467597853,28199,1
1,0.6339919661742347,0.421875,16.59609037903209,17876,1
2,0.5496515147444923,0.42528735632183906,8.70595833187811,3520,1
4,0.5271175759844998,0.38095238095238093,2.8595195193544845,190,1
1,0.4695545957310663,0.3448275862068966,3.218574558653849,360,1
1,0.9141712704496563,0.43171806167400884,20.79075858160231,24336,1
2,0.8778983061211223,0.5899280575539568,17.76718469278275,12154,1
1,0.3691656884518907,0.2236842105263158,4.340274663195575,1890,1
1,0.36064333175323066,0.31645569620253167,5.871918078786053,2668,1
1,0.20945302926498488,0.14583333333333334,3.1969954526288067,1729,1
3,0.5621271258674015,0.41578947368421054,15.797061640313556,17278,1
2,0.6582978544959979,0.5611111111111111,19.997446958731636,19530,1
1,0.29453638247353814,0.34285714285714286,9.394331822564025,8755,1
1,0.04272263287574798,0.047058823529411764,0.8264166011028131,1938,1
2,0.24193603066163621,0.2540983606557377,6.336422008934755,4982,1
5,0.5404365503203516,0.37341772151898733,12.482018759785186,11770,1
6,0.8751973869901697,0.586046511627907,25.20218167657935,28420,1
1,0.028600708938387794,0.037037037037037035,0.6040751649560625,803,1
1,0.5356750104393508,0.36129032258064514,11.92690712283679,11100,1
0,0.43844640236473853,0.23275862068965517,6.442766393338211,4956,1
2,0.6563152341793403,0.30456852791878175,13.068689425970675,12972,1
0,0.5009838439656434,0.3333333333333333,12.100840705341087,13392,1
1,0.531185360206255,0.29518072289156627,10.668282146987721,11176,1
2,0.4111786570772268,0.3472222222222222,5.990429827752746,2350,1
1,0.5141022796086776,0.31,12.834999223567376,16261,1
0,0.30000000000000004,0.0392156862745098,1.0556294164628637,102,1
1,0.26902099815357894,0.2328767123287671,4.034403893790238,1664,1
1,0.3442163130051973,0.3333333333333333,3.1044803659827265,420,1
1,0.1500413564929694,0.25,0.9574185696761068,54,1
0,0.45381342989240436,0.22666666666666666,4.599001472158398,2107,1
2,0.34756313902715796,0.2768361581920904,9.760172776732615,11544,1
3,0.6301395376963252,0.5672514619883041,19.223373271108986,17892,1
2,0.7027398451633144,0.4166666666666667,5.81278050141847,1140,1
2,0.8571890206774386,0.3023255813953488,10.052363855273127,6095,1
1,0.23658894920077442,0.1925925925925926,5.381033282252794,6174,1
1,0.8068929329734129,0.582089552238806,23.408880560807116,25232,1
0,0.5458167022536079,0.20754716981132076,5.855145418889202,3367,1
1,0.32639225687503803,0.1810344827586207,4.950649384165021,3990,1
1,0.7772514909643203,0.5858585858585859,23.095455273547014,23688,1
5,0.6934200216465478,0.5520833333333334,21.002907990594377,21672,1
0,0.23596994268917337,0.1896551724137931,2.8125277515177864,1080,1
4,0.8520362474147885,0.5341614906832298,18.54941603300347,15252,1
0,0.7890522344585116,0.4765957446808511,22.47657377406845,29596,1
1,0.4555624660097625,0.2153846153846154,6.706020965285096,5565,1
4,0.36814862341642984,0.3722627737226277,10.267275262894742,8395,1
2,0.032396183493098744,0.5555555555555556,0.9750137718721068,49,1
8,0.7034929659710301,0.5343137254901961,21.54536459895255,24360,1
9,0.8356158507689658,0.9,3.682495583371675,90,1
1,0.17380007254484242,0.22727272727272727,1.4134175654342098,170,1
1,0.40032699123165966,0.3,3.4595862853983324,595,1
1,0.3695624000543755,0.25675675675675674,8.034627978789535,8453,1
0,0.2811599647422724,0.16883116883116883,5.666238727933509,6164,1
0,1.2743731179716464,0.04283604135893648,9.10330545733303,20280,1
1,0.3494606150144956,0.2672413793103448,6.738844845564532,4850,1
4,0.22498711806605148,0.21052631578947367,2.9085109604830177,1170,1
3,0.2181227363151806,0.35294117647058826,1.7324141909098136,132,1
0,0.31647118675311503,0.3191489361702128,3.877401677973575,961,1
1,0.39132205636530937,0.2413793103448276,3.829600910705084,1175,1
2,0.28139813419922005,0.19631901840490798,6.651368104453969,8316,1
1,0.47435832728139266,0.35570469798657717,11.107908424605721,10192,1
1,0.2501776215862827,0.19672131147540983,2.9608597012565614,1176,1
0,0.35276124551014393,0.27979274611398963,10.685174619725753,14062,1
1,0.4130598756456285,0.20754716981132076,5.429791601197605,3007,1
2,0.4540048683767604,0.3068181818181818,6.51307907134333,2604,1
1,0.9834366927140228,0.42063492063492064,22.45309971345751,32040,1
3,0.8647321011955936,0.6391752577319587,24.8694965754074,25280,1
0,0.5018584473141696,0.05161290322580645,4.541989288020673,4960,1
1,0.824415873672107,0.5909090909090909,23.459355948929442,24764,1
2,0.3904525701752399,0.3258426966292135,6.683108706333105,3256,1
3,0.39992179677062445,0.23636363636363636,5.889624855562153,4335,1
0,0.38589642653496115,0.37267080745341613,11.86426619325081,12138,1
4,0.5173830412566978,0.4198473282442748,11.746238761444124,8645,1
1,0.4717941480728991,0.30198019801980197,12.484581411722475,16872,1
2,0.06871584699453552,0.08695652173913043,0.5308120303387038,84,1
4,0.5272653360202908,0.35064935064935066,11.564096735792116,10815,1
1,1.0483359733931576,0.3284671532846715,11.73091986814893,8200,1
1,0.3581010532599077,0.2553191489361702,7.684051139132246,7592,1
1,0.3863210602701303,0.33516483516483514,12.019014532247597,13202,1
1,0.7485891261710883,0.42783505154639173,17.449303818047404,17776,1
2,0.33432020753960595,0.36666666666666664,5.176401716123562,1617,1
3,0.6201266006578507,0.5291005291005291,19.635451777657607,20418,1
1,0.5088425375442798,0.3706293706293706,11.248237544262336,9120,1
4,0.32807634676004643,0.32298136645962733,10.223570838672718,10412,1
0,0.15910716089584073,0.1111111111111111,3.4354137063219263,5916,1
0,0.5112299489276834,0.421875,11.52682020119312,8160,1
7,0.5744999320124754,0.25384615384615383,8.065912499170118,6532,1
0,0.30720652636099477,0.21768707482993196,6.806272669581647,7360,1
4,0.14949451698928687,0.2631578947368421,1.3559803173508087,143,1
7,0.645956226665731,0.5494505494505495,19.76786875145153,19440,1
1,0.23846488781301922,0.2222222222222222,4.776258170751244,3010,1
9,0.30637765112701715,0.2571428571428571,2.563023789745584,315,1
3,0.5660254097938647,0.2903225806451613,5.0946190033430785,1375,1
8,0.5658042096331862,0.5304878048780488,17.205635471871407,15594,1
1,0.2723365353394332,0.15151515151515152,3.6602002109854705,3233,1
1,0.6539290149278592,0.515625,19.652515818444687,20468,1
1,0.4689036616157122,0.3333333333333333,11.213491638775041,11223,1
2,0.8609182448030697,0.3728813559322034,11.00714781779169,6032,1
0,0.41109235049749776,0.1111111111111111,2.3352243545985263,649,1
3,0.3893433845720375,0.2916666666666667,3.829515127041946,792,1
3,0.3827621043095118,0.25742574257425743,6.087913279401813,3900,1
1,0.36881661089265877,0.17543859649122806,2.899741648496383,912,1
0,0.8707204660287915,0.649746192893401,25.56235177073412,26364,1
1,0.23293337705858172,0.12359550561797752,2.7571666433236133,1476,1
1,0.5977081857238864,0.3391304347826087,9.233157027403147,5929,1
0,0.9276533552574655,0.6320754716981132,26.861136781530753,29529,1
1,0.35382971581190104,0.3103448275862069,6.180919258768102,3168,1
0,0.1650562303193882,0.125,1.451847668642942,296,1
1,0.8435561387173727,0.3868312757201646,19.759855974632234,25200,1
2,0.30531297490231946,0.18421052631578946,3.558621524352432,1800,1
2,0.7210881758715836,0.5767195767195767,21.645813905406097,21912,1
1,0.7635814541112106,0.5833333333333334,6.248126306526496,812,1
0,0.6726874432756785,0.4,3.2062343373926825,192,1
1,0.1795610761243141,0.09565217391304348,2.6060567725432144,2744,1
7,1.0795815048393866,0.5918367346938775,14.415533772778222,6068,1
1,0.5383669152632199,0.32085561497326204,12.594414143881897,14550,1
0,0.46033422791095424,0.011615628299894404,3.4542951516472056,10417,1
0,0.23385319242673575,0.16091954022988506,5.8058863386031945,10005,1
5,1.024922770165595,0.6872037914691943,29.161434313292652,31680,1
1,0.5677611826415871,0.4583333333333333,17.39505501586034,18000,1
1,0.500314677318603,0.37,8.56963500163971,4386,1
