common_neighbors,resource_allocation_index,jaccard_coefficient,adamic_adar_index,preferential_attachment,label
21,0.8166827692168368,0.6373056994818653,24.447106355887538,24288,1
0,0.7229035386039275,0.4224137931034483,11.57184477345141,6534,1
1,0.5383813497172533,0.3013698630136986,13.620674777399445,19314,1
2,0.4887449616897984,0.2864321608040201,11.869930338955633,12784,1
0,0.09912935323383083,0.023076923076923078,0.8154788924202462,3492,1
0,0.4701443369317148,0.05235602094240838,3.1858408810010763,2444,1
0,0.3402089414426653,0.23076923076923078,5.6273922816080235,4015,1
5,0.7402233516035908,0.35564853556485354,17.73890842944307,25988,1
0,0.6759762533927581,0.4838709677419355,15.798262598597287,13144,1
1,0.528515326321054,0.2222222222222222,3.7329200911913447,1085,1
0,0.8017494668488919,0.4550898203592814,16.51420471026123,14162,1
2,0.639544428804056,0.515625,8.237519314281203,2242,1
2,0.6331234652088763,0.40372670807453415,13.960751495304347,12513,1
2,0.207776433087706,0.2153846153846154,3.259014571230338,1450,1
1,0.5118834155585914,0.2463768115942029,4.735482817347771,1525,1
2,0.4429720312544889,0.30288461538461536,12.583980989697782,15810,1
1,0.0032258064516129032,0.5,0.17432012500555907,2,1
0,0.5423467884780111,0.41025641025641024,7.787794328591655,3024,1
0,0.8035742940858286,0.04160887656033287,8.191243112894872,24378,1
0,0.39811566552107347,0.34782608695652173,8.552802097693988,5454,1
4,0.8870399383432537,0.6567164179104478,26.319206538478905,27540,1
1,0.43362169230554315,0.3660130718954248,11.428384850692389,10680,1
0,0.7444547575649654,0.3475177304964539,11.611783441126368,8736,1
3,0.42663399506195165,0.21875,3.916177406639824,1037,1
0,0.15765589466447227,0.2037037037037037,2.5482903420242975,1026,1
1,0.7776069881178727,0.6519337016574586,23.43627161210711,22338,1
1,0.21267366868738932,0.15555555555555556,1.9433716256701783,672,1
1,0.3549553883569713,0.2878787878787879,11.183443807108867,11966,1
0,0.6988473621528294,0.40414507772020725,16.42460790695593,18288,1
2,0.3379432792511175,0.36,2.667150019369979,273,1
7,0.5896108382759104,0.4793814432989691,18.326217388648978,19402,1
2,0.11298931237318571,0.08333333333333333,1.4584450308640409,621,1
0,0.813033808813733,0.3817427385892116,19.310477254360624,26000,1
1,0.19441123881875755,0.140625,2.269939556176128,1260,1
8,0.42838926873954697,0.30718954248366015,9.899047224447038,8631,1
2,0.8716273091367148,0.6095238095238096,25.556312333440797,28272,1
3,0.6595556195880572,0.4647887323943662,14.245992552102464,10816,1
2,0.2687974697233045,0.2465753424657534,7.26808521706992,8112,1
3,0.6461530608126119,0.4605263157894737,8.595099802064695,3078,1
0,0.05639165604544736,0.045454545454545456,1.4206296701781298,1078,1
7,0.9675834490495285,0.685,27.515653037395207,28152,1
9,0.8572254814969007,0.649746192893401,25.48069760279247,25986,1
0,1.0865079365079364,0.2702702702702703,4.467155802133195,396,1
2,0.37527112764245835,0.28662420382165604,9.27413701063047,10137,1
0,0.27612341898914233,0.22535211267605634,6.715985053406364,6125,1
2,0.4078741480272632,0.5555555555555556,1.895172737612893,49,1
0,0.13133385366089767,0.11538461538461539,1.5616443053492541,825,1
1,0.5014947065905657,0.2767857142857143,12.763396690061079,20049,1
1,0.03882375148017394,0.05660377358490566,1.171401921120631,2560,1
2,0.17002736426234802,0.07377049180327869,2.1520892720781095,3298,1
2,0.3220961278053633,0.26229508196721313,6.90225776373363,5925,1
1,0.1197438755967184,0.09302325581395349,1.071453952657379,546,1
0,1.7953836425415421,0.09452054794520548,18.473975454310395,58794,1
1,0.6075384695677827,0.4125,8.154319146386213,3120,1
2,0.5838494694286334,0.45454545454545453,17.81165988025132,20375,1
13,0.8017080727525852,0.6276595744680851,23.54204489472874,23153,1
1,0.011921015928943698,0.016666666666666666,0.37168261282250004,3397,1
0,0.6068444339622621,0.2909090909090909,4.862358715941646,1128,1
0,0.15605680868838764,0.05714285714285714,1.2232102688668087,1344,1
6,0.659075948376367,0.4125,14.248815519156226,12733,1
2,0.4499180412905903,0.2,3.136974732520654,704,1
0,2.009254044143308,0.17543859649122806,37.6393277105543,181824,1
1,0.12595735501991812,0.06896551724137931,1.094704432032563,912,1
0,1.3070202594383664,0.6453900709219859,20.700597700001463,13335,1
6,0.7613406812662828,0.6041666666666666,23.00828156389049,23635,1
1,0.12326431755165228,0.06944444444444445,1.2928125666500523,1426,1
1,0.5210734616520626,0.20192307692307693,5.571816567024282,3526,1
0,0.4853941418019003,0.2857142857142857,5.651293724069948,2294,1
6,0.6081554460322998,0.38636363636363635,8.339264793410658,3280,1
8,0.5607573076491508,0.32124352331606215,13.10257940773078,15836,1
0,0.6951268864328322,0.5196850393700787,14.274328560721356,9040,1
9,0.4896862135579042,0.3770491803278688,5.911031017964277,1683,1
4,0.5122916275426314,0.46511627906976744,15.777476668039947,15840,1
0,0.7699374729850428,0.49344978165938863,22.570214107168237,29072,1
3,0.6205696835212455,0.4583333333333333,10.246981147927492,4899,1
0,0.3294326382217119,0.29545454545454547,8.0959369949349,7238,1
1,0.35845726675323947,0.21818181818181817,3.3540128301590033,1092,1
1,0.7041705449945336,0.4158415841584158,17.424347748668897,20008,1
0,0.6580469837859486,0.3487544483985765,19.51184541989864,29904,1
4,0.5671846059511736,0.5471698113207547,17.22924364950166,14960,1
2,0.4044095126676016,0.4264705882352941,6.723329107026892,2346,1
0,0.3548850033435824,0.25735294117647056,7.566348935185913,7310,1
0,0.20735789265201032,0.14285714285714285,1.5678306745862916,351,1
0,0.41988355285890433,0.03668763102725367,7.648479162358238,39774,1
1,0.4361363857424196,0.2,9.07427544153429,10976,1
3,0.7383485449994616,0.46153846153846156,15.594895249786097,12771,1
2,0.57574788609873,0.40828402366863903,14.29592805953418,13872,1
3,0.15338430585499807,0.16793893129770993,4.381913839901686,5580,1
3,0.5725298357556422,0.47058823529411764,2.9501673982584053,150,1
0,0.4573964918910208,0.2833333333333333,4.659214654098185,1462,1
1,0.7377771976876054,0.4074074074074074,18.266388332919682,22704,1
0,1.033165328861538,0.532967032967033,21.074281922602225,18758,1
7,0.49567706785892685,0.36363636363636365,6.816799229488771,2516,1
1,0.45256324979619283,0.3391812865497076,11.884485518789246,11550,1
0,0.1560532027349197,0.09090909090909091,1.1915485675070498,252,1
0,0.06103944959266973,0.030303030303030304,1.931991196533319,27456,1
1,0.27552049278680246,0.1780821917808219,3.306173253645265,1653,1
1,0.5900642249471058,0.2980769230769231,7.690007467700272,4526,1
1,0.8537768149564755,0.3522727272727273,19.626265983225803,29700,1
1,0.29418208672576923,0.26666666666666666,6.731140432500212,5655,1
0,0.6436628919527635,0.4175824175824176,9.26483024893059,4160,1
0,0.3481493094432566,0.10218978102189781,3.7069858892312295,3048,1
0,1.212178796208547,0.09573361082206035,20.58380957373987,100382,1
4,0.5337585800382535,0.38144329896907214,8.689992947694122,4345,1
0,1.0701406686553387,0.7313432835820896,29.701656309216936,30275,1
0,0.0625,0.1111111111111111,0.36067376022224085,25,1
0,0.09432988808398339,0.15384615384615385,1.4120294130497697,434,1
0,0.7143428966417958,0.41081081081081083,16.18355354042628,16820,1
2,0.5884724977541058,0.3269230769230769,4.985813598032388,1170,1
1,0.3628407836907116,0.2553191489361702,3.356546908982363,858,1
0,0.32549248335030867,0.2549019607843137,3.4762206168778507,924,1
1,0.7419977639781181,0.4177215189873418,8.529029201558085,2992,1
1,0.3031736109874029,0.1623931623931624,4.494646841799481,4524,1
1,0.42414258546577877,0.25396825396825395,4.319630516600393,1218,1
2,0.25523411282859404,0.30357142857142855,3.975518769798845,1122,1
3,0.7728966318978192,0.576530612244898,22.540711445643726,23870,1
1,0.46620137779999554,0.4260355029585799,14.238278416086159,14514,1
1,0.25450507571226044,0.25,2.8359346237207443,756,1
2,0.2815161127084397,0.14772727272727273,3.314184578527507,2044,1
5,0.7379729693886401,0.5743589743589743,22.21539760297044,23532,1
1,0.037193575655114115,0.010810810810810811,0.45356546671548054,2736,1
2,0.20334816995008265,0.2,1.9033273753922013,440,1
4,0.7588316606799412,0.5159817351598174,22.509358105380187,26656,1
1,0.15905191508749708,0.11224489795918367,2.556106992165358,2418,1
0,0.6528225696830767,0.38095238095238093,15.168288053252043,17018,1
7,0.6700414105700785,0.5842696629213483,20.56288398267089,19856,1
3,0.4686023165388922,0.24880382775119617,10.938125927385272,15138,1
2,0.2850117500974442,0.27835051546391754,5.85306529174112,3675,1
4,0.5323503190504034,0.4177215189873418,7.9008592937025774,2812,1
1,0.4141327920938782,0.3888888888888889,3.8845043257229985,600,1
1,0.475062891601169,0.2647058823529412,4.802596827419318,1653,1
1,0.10051310636594918,0.07692307692307693,0.8183690833800621,341,1
2,0.6808800488083527,0.47058823529411764,9.700233530036105,3876,1
2,0.11695726945001238,0.10091743119266056,2.3744301944712163,2511,1
1,0.7089209141218338,0.5684210526315789,21.42631030021349,21912,1
0,0.6986592462724684,0.4774193548387097,15.748924986084644,12804,1
1,0.47588881741533257,0.4228571428571429,14.614431121572068,14168,1
1,0.14544472864337002,0.10317460317460317,2.8358731031931477,4018,1
0,0.15739348370927317,0.125,1.0125605573802658,152,1
0,0.8657522836106961,0.6596858638743456,25.222961049071806,25092,1
0,0.069669671181081,0.04395604395604396,0.9432959452122842,1704,1
0,0.40114050543371105,0.2911392405063291,9.665554450900329,9108,1
1,0.5808169579306345,0.4117647058823529,5.813814194980264,1295,1
1,0.48807097623060364,0.3118279569892473,7.009734512684867,3657,1
2,0.6595456028403774,0.47368421052631576,19.67827382261035,22875,1
4,0.7086588914245195,0.5944444444444444,21.28646926919675,20550,1
0,0.6334898571062683,0.4,7.370143941356281,2145,1
